EmployeeID,Age,Gender,Department,EducationField,Education,JobRole,MonthlyIncome,YearsAtCompany,TotalWorkingYears,DistanceFromHome,JobSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,OverTime,Attrition,Gender_enc,OverTime_enc,Attrition_enc,Dept_Human Resources,Dept_Research & Development,Dept_Sales,Role_Human Resources,Role_Laboratory Technician,Role_Manager,Role_Manufacturing Director,Role_Research Scientist,Role_Sales Executive,Role_Sales Representative,Age_norm,MonthlyIncome_norm,YearsAtCompany_norm,TotalWorkingYears_norm,DistanceFromHome_norm,NumCompaniesWorked_norm
315,47.0,Male,Sales,Life Sciences,5,Sales Executive,3327.58,5,6.0,11.0,4,2.0,3,3,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6904761904761905,0.1584269159213682,0.13513513513513514,0.15,0.35714285714285715,0.42857142857142855
316,36.0,Male,Research & Development,Other,1,Research Scientist,3292.86,1,2.0,4.0,1,1.0,3,4,No,Yes,0,0,1,0,1,0,0,0,0,0,1,0,0,0.42857142857142855,0.154535673458409,0.02702702702702703,0.05,0.10714285714285714,0.5714285714285714
317,37.0,Male,Research & Development,Other,2,Research Scientist,2782.76,2,3.0,5.0,2,3.0,3,3,No,No,0,0,0,0,1,0,0,0,0,0,1,0,0,0.4523809523809524,0.0973662385403358,0.05405405405405406,0.075,0.14285714285714285,0.42857142857142855
318,44.0,Female,Sales,Human Resources,2,Manager,6898.41,17,20.0,3.0,1,4.0,3,2,No,No,1,0,0,0,0,1,0,0,1,0,0,0,0,0.6190476190476191,0.5586275300921256,0.4594594594594595,0.5,0.07142857142857142,0.2857142857142857
319,41.0,Female,Human Resources,Other,4,Human Resources,5487.21,7,14.0,9.0,3,3.0,3,2,No,No,1,0,0,1,0,0,1,0,0,0,0,0,0,0.5476190476190477,0.40046735256539573,0.1891891891891892,0.35,0.2857142857142857,0.2857142857142857
320,29.0,Male,Human Resources,Marketing,4,Manager,6306.99,3,9.0,15.0,4,1.0,4,4,No,No,0,0,0,1,0,0,0,0,1,0,0,0,0,0.2619047619047619,0.4923441597740568,0.08108108108108109,0.225,0.5,0.5714285714285714
321,28.0,Male,Research & Development,Other,3,Laboratory Technician,2862.41,0,0.0,8.0,2,2.0,3,4,No,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0.23809523809523808,0.10629300876426152,0.0,0.0,0.25,0.5714285714285714
322,38.0,Male,Sales,Other,3,Sales Executive,6207.1,11,13.0,1.0,2,2.0,3,2,Yes,Yes,0,1,1,0,0,1,0,0,0,0,0,1,0,0.47619047619047616,0.481148992446148,0.2972972972972973,0.325,0.0,0.2857142857142857
323,35.0,Male,Sales,Other,3,Sales Representative,5402.07,5,11.0,1.0,4,1.0,3,2,No,No,0,0,0,0,0,1,0,0,0,0,0,0,1,0.40476190476190477,0.39092529083451005,0.13513513513513514,0.275,0.0,0.2857142857142857
324,53.0,Female,Research & Development,Life Sciences,3,Manufacturing Director,6397.34,5,5.0,26.0,2,1.0,3,2,No,No,1,0,0,0,1,0,0,0,0,1,0,0,0,0.8333333333333334,0.5024701320242978,0.13513513513513514,0.125,0.8928571428571429,0.2857142857142857
325,42.0,Male,Sales,Life Sciences,2,Sales Executive,7121.31,19,19.0,4.0,3,4.0,3,2,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5714285714285714,0.5836090377244301,0.5135135135135135,0.475,0.10714285714285714,0.2857142857142857
326,31.0,Female,Human Resources,Marketing,2,Manager,5137.69,5,10.0,9.0,2,3.0,3,2,No,No,1,0,0,1,0,0,0,0,1,0,0,0,0,0.30952380952380953,0.3612949140385089,0.13513513513513514,0.25,0.2857142857142857,0.2857142857142857
327,22.0,Female,Research & Development,Other,2,Manufacturing Director,5167.09,6,15.0,1.0,4,4.0,3,2,No,Yes,1,0,1,0,1,0,0,0,0,1,0,0,0,0.09523809523809523,0.3645899177369825,0.16216216216216217,0.375,0.0,0.2857142857142857
328,28.0,Male,Sales,Marketing,2,Sales Executive,4545.06,6,6.0,1.0,4,4.0,3,1,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.23809523809523808,0.2948759330240065,0.16216216216216217,0.15,0.0,0.14285714285714285
329,34.0,Male,Research & Development,Marketing,1,Research Scientist,7579.17,28,28.0,14.0,4,3.0,3,5,No,No,0,0,0,0,1,0,0,0,0,0,1,0,0,0.38095238095238093,0.6349236769551476,0.7567567567567568,0.7,0.4642857142857143,0.7142857142857143
330,43.0,Male,Sales,Human Resources,3,Manager,5581.14,0,1.0,2.0,1,3.0,3,4,No,Yes,0,0,1,0,0,1,0,0,1,0,0,0,0,0.5952380952380952,0.4109945531571515,0.0,0.025,0.03571428571428571,0.5714285714285714
331,36.0,Male,Research & Development,Medical,3,Manager,6597.02,1,7.0,19.0,2,1.0,4,2,No,Yes,0,0,1,0,1,0,0,0,1,0,0,0,0,0.42857142857142855,0.5248492591845426,0.02702702702702703,0.175,0.6428571428571429,0.2857142857142857
332,37.0,Male,Human Resources,Life Sciences,2,Human Resources,4730.74,10,11.0,2.0,2,3.0,3,1,No,Yes,0,0,1,1,0,0,1,0,0,0,0,0,0,0.4523809523809524,0.3156860108040257,0.2702702702702703,0.275,0.03571428571428571,0.14285714285714285
333,40.0,Female,Human Resources,Medical,2,Human Resources,3560.14,2,4.0,2.0,2,4.0,4,0,No,Yes,1,0,1,1,0,0,1,0,0,0,0,0,0,0.5238095238095238,0.18449106762602827,0.05405405405405406,0.1,0.03571428571428571,0.0
334,51.0,Female,Research & Development,Medical,3,Manufacturing Director,5763.04,2,10.0,3.0,4,4.0,3,4,No,No,1,0,0,0,1,0,0,0,0,1,0,0,0,0.7857142857142857,0.4313809876045099,0.05405405405405406,0.25,0.07142857142857142,0.5714285714285714
335,29.0,Male,Sales,Other,4,Manager,6602.69,1,6.0,25.0,3,3.0,4,2,No,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0.2619047619047619,0.5254847241835339,0.02702702702702703,0.15,0.8571428571428571,0.2857142857142857
336,18.0,Female,Research & Development,Marketing,2,Manager,5601.49,2,2.0,29.0,1,2.0,3,2,No,Yes,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0,0.41327527850626494,0.05405405405405406,0.05,1.0,0.2857142857142857
337,23.0,Female,Research & Development,Human Resources,2,Research Scientist,3929.79,3,5.0,29.0,4,4.0,3,5,No,No,1,0,0,0,1,0,0,0,0,0,1,0,0,0.11904761904761904,0.22591957501176785,0.08108108108108109,0.125,1.0,0.7142857142857143
338,35.0,Female,Human Resources,Other,1,Human Resources,2913.89,0,3.0,3.0,3,4.0,3,2,No,No,1,0,0,1,0,0,1,0,0,0,0,0,0,0.40476190476190477,0.11206262748526212,0.0,0.075,0.07142857142857142,0.2857142857142857
339,34.0,Female,Sales,Life Sciences,2,Sales Representative,3693.87,3,4.0,10.0,1,2.0,3,5,No,No,1,0,0,0,0,1,0,0,0,0,0,0,1,0.38095238095238093,0.19947885145585365,0.08108108108108109,0.1,0.32142857142857145,0.7142857142857143
340,33.0,Female,Research & Development,Other,3,Manufacturing Director,6187.06,1,11.0,1.0,4,4.0,3,1,Yes,No,1,1,0,0,1,0,0,0,0,1,0,0,0,0.35714285714285715,0.47890301033331095,0.02702702702702703,0.275,0.0,0.14285714285714285
341,35.0,Female,Research & Development,Life Sciences,2,Manager,4233.47,0,4.0,1.0,1,1.0,3,2,Yes,Yes,1,1,1,0,1,0,0,0,1,0,0,0,0,0.40476190476190477,0.25995449756797345,0.0,0.1,0.0,0.2857142857142857
342,37.0,Male,Research & Development,Technical Degree,3,Manufacturing Director,5201.2,4,17.0,1.0,3,1.0,3,2,No,No,0,0,0,0,1,0,0,0,0,1,0,0,0,0.4523809523809524,0.36841279447694614,0.10810810810810811,0.425,0.0,0.2857142857142857
343,43.0,Female,Sales,Human Resources,3,Manager,8515.59,18,27.0,3.0,1,4.0,3,3,No,No,1,0,0,0,0,1,0,0,1,0,0,0,0,0.5952380952380952,0.7398729070002017,0.4864864864864865,0.675,0.07142857142857142,0.42857142857142855
344,48.0,Male,Sales,Marketing,2,Sales Executive,3400.69,1,7.0,7.0,2,4.0,3,5,Yes,Yes,0,1,1,0,0,1,0,0,0,0,0,1,0,0.7142857142857143,0.1666207159348172,0.02702702702702703,0.175,0.21428571428571427,0.7142857142857143
345,35.0,Male,Research & Development,Medical,3,Manufacturing Director,5447.51,5,17.0,1.0,1,2.0,3,2,No,No,0,0,0,0,1,0,0,0,0,1,0,0,0,0.40476190476190477,0.3960179768228992,0.13513513513513514,0.425,0.0,0.2857142857142857
346,48.0,Male,Sales,Medical,4,Manager,6997.65,4,10.0,1.0,3,4.0,3,5,No,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0.7142857142857143,0.5697498486988097,0.10810810810810811,0.25,0.0,0.7142857142857143
347,43.0,Female,Research & Development,Marketing,3,Laboratory Technician,5030.3,9,11.0,2.0,2,4.0,4,1,No,No,1,0,0,0,1,0,0,1,0,0,0,0,0,0.5952380952380952,0.3492591845426221,0.24324324324324326,0.275,0.03571428571428571,0.14285714285714285
348,25.0,Male,Sales,Other,2,Manager,3198.38,2,3.0,26.0,4,1.0,3,3,No,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0.16666666666666666,0.1439468316410015,0.05405405405405406,0.075,0.8928571428571429,0.42857142857142855
349,27.0,Female,Sales,Medical,5,Sales Executive,4558.01,2,7.0,16.0,1,2.0,3,2,Yes,No,1,1,0,0,0,1,0,0,0,0,0,1,0,0.21428571428571427,0.29632730370071503,0.05405405405405406,0.175,0.5357142857142857,0.2857142857142857
350,39.0,Female,Research & Development,Life Sciences,3,Laboratory Technician,2791.93,0,0.0,1.0,3,3.0,3,5,No,No,1,0,0,0,1,0,0,1,0,0,0,0,0,0.5,0.09839396588438346,0.0,0.0,0.0,0.7142857142857143
351,50.0,Female,Sales,Other,4,Sales Representative,2911.98,9,11.0,8.0,1,3.0,3,1,Yes,No,1,1,0,0,0,1,0,0,0,0,0,0,1,0.7619047619047619,0.11184856431981709,0.24324324324324326,0.275,0.25,0.14285714285714285
352,59.0,Female,Human Resources,Marketing,3,Human Resources,6263.71,10,10.0,1.0,1,1.0,3,1,No,No,1,0,0,1,0,0,1,0,0,0,0,0,0,0.9761904761904762,0.4874935556900455,0.2702702702702703,0.25,0.0,0.14285714285714285
353,24.0,Male,Human Resources,Life Sciences,4,Human Resources,5376.6,10,12.0,1.0,1,2.0,3,2,No,No,0,0,0,1,0,0,1,0,0,0,0,0,0,0.14285714285714285,0.388070741712057,0.2702702702702703,0.3,0.0,0.2857142857142857
354,34.0,Male,Sales,Other,2,Sales Executive,4127.34,7,7.0,1.0,1,2.0,3,3,Yes,Yes,0,1,1,0,0,1,0,0,0,0,0,1,0,0.38095238095238093,0.24805998251630693,0.1891891891891892,0.175,0.0,0.42857142857142855
355,37.0,Male,Research & Development,Technical Degree,3,Manufacturing Director,6368.09,1,2.0,23.0,2,2.0,3,1,No,No,0,0,0,0,1,0,0,0,0,1,0,0,0,0.4523809523809524,0.49919193956918384,0.02702702702702703,0.05,0.7857142857142857,0.14285714285714285
356,31.0,Male,Sales,Medical,3,Manager,4811.13,1,2.0,9.0,2,2.0,4,1,No,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0.30952380952380953,0.32469571649519197,0.02702702702702703,0.05,0.2857142857142857,0.14285714285714285
357,37.0,Male,Research & Development,Medical,2,Manager,4595.96,6,10.0,14.0,2,3.0,3,3,No,No,0,0,0,0,1,0,0,0,1,0,0,0,0,0.4523809523809524,0.3005805482706834,0.16216216216216217,0.25,0.4642857142857143,0.42857142857142855
358,40.0,Male,Research & Development,Marketing,2,Manager,5351.14,5,9.0,6.0,2,2.0,3,2,No,No,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5238095238095238,0.38521731333916126,0.13513513513513514,0.225,0.17857142857142858,0.2857142857142857
359,33.0,Female,Research & Development,Marketing,3,Laboratory Technician,6520.23,15,15.0,3.0,4,1.0,3,3,Yes,No,1,1,0,0,1,0,0,1,0,0,0,0,0,0.35714285714285715,0.5162430233340057,0.40540540540540543,0.375,0.07142857142857142,0.42857142857142855
360,48.0,Male,Research & Development,Human Resources,3,Research Scientist,3244.31,2,7.0,1.0,2,2.0,3,6,No,Yes,0,0,1,0,1,0,0,0,0,0,1,0,0,0.7142857142857143,0.14909443435769842,0.05405405405405406,0.175,0.0,0.8571428571428571
361,27.0,Male,Research & Development,Medical,1,Laboratory Technician,4292.15,9,10.0,4.0,4,1.0,3,3,No,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0.21428571428571427,0.26653105597023286,0.24324324324324326,0.25,0.10714285714285714,0.42857142857142855
362,37.0,Male,Research & Development,Other,4,Research Scientist,4391.01,6,14.0,3.0,1,2.0,3,3,Yes,No,0,1,0,0,1,0,0,0,0,0,1,0,0,0.4523809523809524,0.2776107860937395,0.16216216216216217,0.35,0.07142857142857142,0.42857142857142855
363,28.0,Female,Research & Development,Other,2,Research Scientist,2323.08,3,3.0,13.0,4,3.0,3,4,No,No,1,0,0,0,1,0,0,0,0,0,1,0,0,0.23809523809523808,0.04584762289018895,0.08108108108108109,0.075,0.42857142857142855,0.5714285714285714
364,55.0,Female,Research & Development,Technical Degree,2,Manager,3987.81,5,6.0,4.0,4,1.0,3,2,No,No,1,0,0,0,1,0,0,0,1,0,0,0,0,0.8809523809523809,0.23242216394324522,0.13513513513513514,0.15,0.10714285714285714,0.2857142857142857
365,42.0,Female,Sales,Medical,4,Sales Executive,6203.04,5,8.0,17.0,3,3.0,3,0,No,No,1,0,0,0,0,1,0,0,0,0,0,1,0,0.5714285714285714,0.48069396812588255,0.13513513513513514,0.2,0.5714285714285714,0.0
366,40.0,Female,Research & Development,Technical Degree,3,Laboratory Technician,4449.12,1,3.0,29.0,1,2.0,4,4,Yes,No,1,1,0,0,1,0,0,1,0,0,0,0,0,0.5238095238095238,0.2841234617712326,0.02702702702702703,0.075,1.0,0.5714285714285714
367,21.0,Female,Sales,Technical Degree,2,Sales Representative,2838.98,1,1.0,1.0,4,3.0,3,5,No,No,1,0,0,0,0,1,0,0,0,0,0,0,1,0.07142857142857142,0.10366709255149845,0.02702702702702703,0.025,0.0,0.7142857142857143
368,38.0,Male,Sales,Medical,3,Sales Executive,3672.62,4,4.0,2.0,4,3.0,3,6,Yes,Yes,0,1,1,0,0,1,0,0,0,0,0,1,0,0.47619047619047616,0.1970972586465828,0.10810810810810811,0.1,0.03571428571428571,0.8571428571428571
369,30.0,Male,Human Resources,Medical,2,Manager,6304.05,0,0.0,1.0,1,3.0,3,2,No,No,0,0,0,1,0,0,0,0,1,0,0,0,0,0.2857142857142857,0.4920146594042095,0.0,0.0,0.0,0.2857142857142857
370,35.0,Female,Sales,Technical Degree,2,Sales Representative,5444.02,9,12.0,4.0,1,3.0,3,6,No,Yes,1,0,1,0,0,1,0,0,0,0,0,0,1,0.40476190476190477,0.3956268352274001,0.24324324324324326,0.3,0.10714285714285714,0.8571428571428571
371,52.0,Female,Sales,Medical,2,Manager,4959.33,1,2.0,9.0,2,1.0,4,3,No,No,1,0,0,0,0,1,0,0,1,0,0,0,0,0.8095238095238095,0.3413052249344361,0.02702702702702703,0.05,0.2857142857142857,0.42857142857142855
372,34.0,Female,Research & Development,Medical,4,Research Scientist,5212.13,4,9.0,1.0,4,1.0,4,7,Yes,Yes,1,1,1,0,1,0,0,0,0,0,1,0,0,0.38095238095238093,0.3696377737430794,0.10810810810810811,0.225,0.0,1.0
373,35.0,Female,Sales,Human Resources,2,Sales Representative,3805.15,7,10.0,1.0,1,3.0,3,5,No,No,1,0,0,0,0,1,0,0,0,0,0,0,1,0.40476190476190477,0.21195055252953177,0.1891891891891892,0.25,0.0,0.7142857142857143
374,47.0,Female,Sales,Other,3,Manager,3582.17,1,9.0,1.0,2,4.0,3,4,No,No,1,0,0,0,0,1,0,0,1,0,0,0,0,0.6904761904761905,0.18696007890076882,0.02702702702702703,0.225,0.0,0.5714285714285714
375,41.0,Male,Research & Development,Technical Degree,3,Manufacturing Director,4651.97,4,8.0,20.0,1,1.0,3,4,Yes,No,0,1,0,0,1,0,0,0,0,1,0,0,0,0.5476190476190477,0.3068578665411427,0.10810810810810811,0.2,0.6785714285714286,0.5714285714285714
376,32.0,Female,Research & Development,Other,2,Research Scientist,7282.56,17,17.0,6.0,4,2.0,4,2,No,No,1,0,0,0,1,0,0,0,0,0,1,0,0,0.3333333333333333,0.6016811243359559,0.4594594594594595,0.425,0.17857142857142858,0.2857142857142857
377,36.0,Male,Sales,Human Resources,2,Sales Executive,4167.38,1,2.0,4.0,2,3.0,3,5,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.42857142857142855,0.2525474637437518,0.02702702702702703,0.05,0.10714285714285714,0.7142857142857143
378,34.0,Female,Human Resources,Life Sciences,3,Human Resources,4706.81,3,8.0,1.0,4,4.0,4,4,No,No,1,0,0,1,0,0,1,0,0,0,0,0,0,0.38095238095238093,0.31300405711339746,0.08108108108108109,0.2,0.0,0.5714285714285714
379,18.0,Male,Sales,Technical Degree,1,Sales Representative,3281.56,1,2.0,4.0,2,4.0,3,1,No,No,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.15326922645865554,0.02702702702702703,0.05,0.10714285714285714,0.14285714285714285
380,39.0,Male,Sales,Life Sciences,2,Sales Representative,2851.44,1,1.0,13.0,4,2.0,3,2,No,No,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5,0.10506354649989913,0.02702702702702703,0.025,0.42857142857142855,0.2857142857142857
381,37.0,Male,Sales,Other,2,Manager,5312.29,2,5.0,3.0,3,2.0,3,0,No,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0.4523809523809524,0.38086320130903545,0.05405405405405406,0.125,0.07142857142857142,0.0
382,49.0,Female,Research & Development,Medical,3,Manager,3730.28,2,3.0,10.0,1,4.0,3,6,No,No,1,0,0,0,1,0,0,0,1,0,0,0,0,0.7380952380952381,0.20355950059399727,0.05405405405405406,0.075,0.32142857142857145,0.8571428571428571
383,27.0,Male,Sales,Life Sciences,3,Manager,8892.67,13,18.0,17.0,4,2.0,3,0,Yes,No,0,1,0,0,0,1,0,0,1,0,0,0,0,0.21428571428571427,0.7821341313070181,0.35135135135135137,0.45,0.5714285714285714,0.0
384,38.0,Female,Sales,Technical Degree,4,Manager,9110.51,13,15.0,1.0,3,1.0,3,3,No,No,1,0,0,0,0,1,0,0,1,0,0,0,0,0.47619047619047616,0.8065485396633268,0.35135135135135137,0.375,0.0,0.42857142857142855
385,22.0,Male,Research & Development,Life Sciences,2,Manufacturing Director,6301.03,1,14.0,7.0,2,3.0,3,1,Yes,Yes,0,1,1,0,1,0,0,0,0,1,0,0,0,0.09523809523809523,0.4916761930379037,0.02702702702702703,0.35,0.21428571428571427,0.14285714285714285
386,51.0,Female,Human Resources,Other,5,Manager,6590.1,2,4.0,2.0,4,4.0,3,1,Yes,Yes,1,1,1,1,0,0,0,0,1,0,0,0,0,0.7857142857142857,0.5240737004908883,0.05405405405405406,0.1,0.03571428571428571,0.14285714285714285
387,35.0,Male,Sales,Life Sciences,2,Sales Representative,2846.96,1,3.0,7.0,4,1.0,3,5,No,No,0,0,0,0,0,1,0,0,0,0,0,0,1,0.40476190476190477,0.10456145069822698,0.02702702702702703,0.075,0.21428571428571427,0.7142857142857143
388,29.0,Male,Sales,Human Resources,4,Sales Executive,5584.33,4,10.0,3.0,2,2.0,3,4,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.2619047619047619,0.41135207226593146,0.10810810810810811,0.25,0.07142857142857142,0.5714285714285714
389,40.0,Male,Research & Development,Medical,3,Research Scientist,5674.56,8,13.0,21.0,4,2.0,3,1,No,No,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5238095238095238,0.4214645955214848,0.21621621621621623,0.325,0.7142857142857143,0.14285714285714285
390,32.0,Female,Sales,Medical,2,Sales Representative,3405.78,2,5.0,8.0,3,2.0,3,4,No,No,1,0,0,0,0,1,0,0,0,0,0,0,1,0.3333333333333333,0.16719117745948492,0.05405405405405406,0.125,0.25,0.5714285714285714
391,46.0,Male,Research & Development,Marketing,1,Manufacturing Director,4589.26,0,9.0,8.0,1,4.0,3,1,No,No,0,0,0,0,1,0,0,0,0,1,0,0,0,0.6666666666666666,0.2998296460672898,0.0,0.225,0.25,0.14285714285714285
392,25.0,Female,Research & Development,Other,1,Research Scientist,2504.43,1,3.0,4.0,1,1.0,3,1,No,No,1,0,0,0,1,0,0,0,0,0,1,0,0,0.16666666666666666,0.06617241611189562,0.02702702702702703,0.075,0.10714285714285714,0.14285714285714285
393,31.0,Male,Sales,Medical,1,Sales Representative,4779.65,4,6.0,8.0,4,2.0,3,3,No,No,0,0,0,0,0,1,0,0,0,0,0,0,1,0.30952380952380953,0.3211675968887992,0.10810810810810811,0.15,0.25,0.42857142857142855
394,35.0,Male,Research & Development,Other,3,Manufacturing Director,4973.22,3,5.0,15.0,3,2.0,3,2,No,No,0,0,0,0,1,0,0,0,0,1,0,0,0,0.40476190476190477,0.3428619460695313,0.08108108108108109,0.125,0.5,0.2857142857142857
395,39.0,Male,Research & Development,Technical Degree,3,Manufacturing Director,5910.81,5,5.0,6.0,1,3.0,3,4,Yes,Yes,0,1,1,0,1,0,0,0,0,1,0,0,0,0.5,0.44794230381279004,0.13513513513513514,0.125,0.17857142857142858,0.5714285714285714
396,42.0,Female,Research & Development,Human Resources,3,Laboratory Technician,3709.38,0,3.0,8.0,3,3.0,3,2,No,No,1,0,0,0,1,0,0,1,0,0,0,0,0,0.5714285714285714,0.20121713401923208,0.0,0.075,0.25,0.2857142857142857
397,36.0,Female,Sales,Marketing,2,Manager,5553.67,7,19.0,9.0,2,3.0,3,4,No,Yes,1,0,1,0,0,1,0,0,1,0,0,0,0,0.42857142857142855,0.4079158541232376,0.1891891891891892,0.475,0.2857142857142857,0.5714285714285714
398,55.0,Female,Research & Development,Life Sciences,1,Laboratory Technician,5988.76,10,15.0,11.0,2,2.0,3,0,No,No,1,0,0,0,1,0,0,1,0,0,0,0,0,0.8809523809523809,0.4566785466119741,0.2702702702702703,0.375,0.35714285714285715,0.0
399,32.0,Female,Research & Development,Human Resources,4,Manufacturing Director,4891.73,1,1.0,2.0,3,1.0,3,5,No,No,1,0,0,0,1,0,0,0,0,1,0,0,0,0.3333333333333333,0.33372895792706153,0.02702702702702703,0.025,0.03571428571428571,0.7142857142857143
400,48.0,Male,Research & Development,Other,2,Research Scientist,2904.67,1,1.0,13.0,3,3.0,3,3,No,No,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7142857142857143,0.11102929639342793,0.02702702702702703,0.025,0.42857142857142855,0.42857142857142855
401,29.0,Male,Human Resources,Technical Degree,4,Human Resources,4779.65,2,2.0,29.0,4,3.0,3,3,Yes,No,0,1,0,1,0,0,1,0,0,0,0,0,0,0.2619047619047619,0.3211675968887992,0.05405405405405406,0.05,1.0,0.42857142857142855
402,18.0,Male,Research & Development,Life Sciences,4,Research Scientist,4779.65,1,3.0,1.0,1,2.0,3,5,No,No,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.3211675968887992,0.02702702702702703,0.075,0.0,0.7142857142857143
403,32.0,Female,Human Resources,Marketing,1,Manager,4387.57,1,11.0,3.0,3,4.0,4,1,Yes,Yes,1,1,1,1,0,0,0,0,1,0,0,0,0,0.3333333333333333,0.2772252482460269,0.02702702702702703,0.275,0.07142857142857142,0.14285714285714285
404,37.0,Male,Sales,Technical Degree,3,Sales Executive,3435.51,1,1.0,5.0,2,3.0,3,4,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.4523809523809524,0.17052316589334948,0.02702702702702703,0.025,0.14285714285714285,0.5714285714285714
405,38.0,Male,Sales,Medical,3,Sales Representative,3421.08,4,17.0,8.0,3,3.0,3,2,No,Yes,0,0,1,0,0,1,0,0,0,0,0,0,1,0.47619047619047616,0.1689059242821599,0.10810810810810811,0.425,0.25,0.2857142857142857
406,36.0,Female,Research & Development,Human Resources,4,Manufacturing Director,5358.24,0,5.0,7.0,1,2.0,3,0,No,No,1,0,0,0,1,0,0,0,0,1,0,0,0,0.42857142857142855,0.386013045524847,0.0,0.125,0.21428571428571427,0.0
407,36.0,Female,Research & Development,Life Sciences,1,Laboratory Technician,6113.73,24,29.0,1.0,1,3.0,3,4,No,No,1,0,0,0,1,0,0,1,0,0,0,0,0,0.42857142857142855,0.47068455382960117,0.6486486486486487,0.725,0.0,0.5714285714285714
408,36.0,Female,Research & Development,Other,3,Manager,6618.01,2,7.0,5.0,2,4.0,3,2,No,No,1,0,0,0,1,0,0,0,1,0,0,0,0,0.42857142857142855,0.5272017125053235,0.05405405405405406,0.175,0.14285714285714285,0.2857142857142857
409,21.0,Male,Research & Development,Human Resources,2,Manufacturing Director,4779.65,2,8.0,13.0,1,4.0,3,1,No,No,0,0,0,0,1,0,0,0,0,1,0,0,0,0.07142857142857142,0.3211675968887992,0.05405405405405406,0.2,0.42857142857142855,0.14285714285714285
410,28.0,Female,Sales,Medical,1,Manager,2803.26,0,1.0,1.0,1,1.0,3,2,No,Yes,1,0,1,0,0,1,0,0,1,0,0,0,0,0.23809523809523808,0.09966377513280884,0.0,0.025,0.0,0.2857142857142857
411,28.0,Male,Sales,Other,2,Manager,5084.2,2,4.0,19.0,2,2.0,3,6,Yes,No,0,1,0,0,0,1,0,0,1,0,0,0,0,0.23809523809523808,0.35530002465649024,0.05405405405405406,0.1,0.6428571428571429,0.8571428571428571
412,34.0,Female,Sales,Technical Degree,2,Sales Executive,3185.4,0,3.0,4.0,3,2.0,3,4,No,Yes,1,0,1,0,0,1,0,0,0,0,0,1,0,0.38095238095238093,0.14249209871562102,0.0,0.075,0.10714285714285714,0.5714285714285714
413,60.0,Male,Research & Development,Technical Degree,1,Manufacturing Director,5921.44,14,15.0,15.0,3,2.0,3,3,No,No,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,0.449133660592204,0.3783783783783784,0.375,0.5,0.42857142857142855
414,31.0,Male,Sales,Marketing,2,Manager,2869.46,2,15.0,3.0,4,2.0,4,1,No,Yes,0,0,1,0,0,1,0,0,1,0,0,0,0,0.30952380952380953,0.10708313720216081,0.05405405405405406,0.375,0.07142857142857142,0.14285714285714285
415,33.0,Male,Research & Development,Technical Degree,3,Manufacturing Director,3093.49,1,3.0,7.0,1,1.0,3,5,Yes,No,0,1,0,0,1,0,0,0,0,1,0,0,0,0.35714285714285715,0.1321912895344406,0.02702702702702703,0.075,0.21428571428571427,0.7142857142857143
416,35.0,Male,Sales,Life Sciences,2,Sales Representative,4629.92,7,9.0,2.0,2,3.0,3,1,Yes,Yes,0,1,1,0,0,1,0,0,0,0,0,0,1,0.40476190476190477,0.30438661376728754,0.1891891891891892,0.225,0.03571428571428571,0.14285714285714285
417,37.0,Male,Research & Development,Life Sciences,2,Manager,5720.49,4,6.0,2.0,3,2.0,3,1,No,No,0,0,0,0,1,0,0,0,1,0,0,0,0,0.4523809523809524,0.42661219823818164,0.10810810810810811,0.15,0.03571428571428571,0.14285714285714285
418,25.0,Male,Research & Development,Human Resources,1,Research Scientist,2656.68,1,5.0,1.0,1,3.0,3,4,No,No,0,0,0,0,1,0,0,0,0,0,1,0,0,0.16666666666666666,0.08323582812184788,0.02702702702702703,0.125,0.0,0.5714285714285714
419,55.0,Male,Research & Development,Human Resources,3,Manufacturing Director,6344.53,8,24.0,1.0,4,3.0,3,4,No,No,0,0,0,0,1,0,0,0,0,1,0,0,0,0.8809523809523809,0.4965514536121758,0.21621621621621623,0.6,0.0,0.5714285714285714
